description,target
db:support request for a server,0
notes-authorization for shipment (dar) request,0
web:lrs access request,0
windows: request no: cidm-b8u92w,0
channel one dealer portal (drupal) request,0
windows : request no: cidm-b8xtf7,0
unix:clear case self serve access request,0
oem13c agent preparation for server: cnsxsora01.cns.cummins.com,0
build - 81406,0
"windows: request for information only (e.g. who has access, owner name)",0
"modification to dcdn-b88pas:  approved
see approval database for details.",0
web:websphere access request,0
web:fin ssa2 request,0
go564 : sw install request cmi-479323,0
web:world wide extended coverage (wwec) request,0
"renewal of  dcdn-al6mg6:  approved
see approval database for details.",0
ex582 : sw install request cmi-378832,0
microphone request,0
web:engine performance and test(epat web) request,0
one pay extras url redirection issue,0
cbsbilling.cummins.com request,0
web:onepay extras saml sso issue,0
windows: restore a network file or directory ânot m: or k: drive,0
user,0
"port opening dcdn-b96l25:  approved
see approval database for details.",0
e-mail issue,0
web: hr-access approval system (hr-aas) access request,0
ps5 -mz438 : sw install request cmi-449392,0
web: onepay extras request,0
"modification to  dcdn-b55lak:  approved
see approval database for details.",0
"windows: pukhudholst013,x652de,793fcvr",0
ip: network infrastructure support request,0
ps5 -mz438 : sw install request cmi-456373,0
sql:support request for a server,0
update capability list,0
unix:mulesoft access request,0
"port opening dcdn-b95hsl:  approved
see approval database for details.",0
"modification to  dcdn-b55jwj:  approved
see approval database for details",0
"port opening dcdn-b9562z:  approved
see approval database for details.",0
notes-bms remedy form access request,0
windows : request no: cidm-b93jgx,0
windows : request no: cidm-b93j4v,0
windows : request no: cidm-b95jg2,0
windows: request no: cidm-b8xthm,0
gb669 : sw install request cmi-496540,0
windows: request no: cidm-b8g9h8,0
request no: cidm-b8g9lp,0
oem13c agent preparation for server: ftdcslsracdb0036.ftiz.cummins.com,0
oem13c agent preparation for server: ftdcslsracdb0037.ftiz.cummins.com,0
oem13c agent preparation for server: ftdcslsracdb0038.ftiz.cummins.com,0
oracle:support request for a server,0
windows: powercom request,0
web:cummins enterprise directory (ced) access request,0
update status for network devices.,0
web:ebu finance request,0
web: product problem solving (pps) request,0
db:wwims next generation access request,0
web:ldap access request,0
"port opening dcdn-b93kp7:  approved
see approval database for details.",0
meeting - support,0
web:websphere request,0
cs304 : sw install request cmi-487918,0
goms - global order management systems (mechelen) access request,0
ou move access request,0
appworx: appworx-prd request,0
web:fin ssa2 request,0
unix:gps.cummins.com request,0
web:product registration request,0
unix:fleetguard access request,0
unix:request for server configuration upgrade. server: ftdcslsdb586. please do the needful.,0
web:appworx access request,0
windows: remove access from an existing file share,0
sql:oracle - standard database request,0
cso data exchange access request,0
leaver process,0
unix : appworx access request,0
web:atlas request,0
"port opening dcdn-b96k9z:  approved
see approval database for details.",0
cp013 : sw uninstall request cmi-665774,0
web:kesip request,0
web:policy request system (prs) request,0
web:global engine tracking system (gets) access request,0
web:-websphere access request,0
middleware soa suite access request,0
unix: intermittent backup nic issue,0
"port opening dcdn-b8w3c8:  approved
see approval database for details.",0
web:dealer portal request,0
oracle:support request for a server,0
laptop,0
"port opening dcdn-b97j7d:  approved
see approval database for details.",0
web: appworx request,0
certified engine listing (cel) request,0
please create ssl certificate for request number : 10500,0
please create ssl certificate for request number : 10501,0
please create ssl certificate for request number : 10498,0
"port opening dcdn-b97k6k: approved
see approval database for details.",0
windows: please add two users back to the guest network 60 day ad group,0
"port opening dcdn-b97t3r:  approved
see approval database for details",0
web:product problem solving (pps) request,0
"port opening dcdn-b98kqf:  approved
see approval database for details.",0
unix: support request for a server,0
unix:blade logic access request,0
unix:add power broker account aadevadmin into application servers.,0
windows: appworx access request,0
web:cbl request,0
"port opening - dcdn-b95hy6:  approved
see approval database for details.",0
"port opening dcdn-b8w4cc:  approved
see approval database for details.",0
build - 81441,0
cs863 : sw install request cmi-268127,0
build - 81442,0
ssa jvm restart request,0
im270 : sw install request cmi-502866,0
im270 : sw install request cmi-346519,0
iq942 : sw install request cmi-353146,0
windows:microsoft self service bi request,0
aqs web request,0
id142 : sw install request cmi-296304,0
restore a network file or directory â m: or k: drive,0
block request - email id,0
unix:request for server configuration upgrade. server: ftdcslddb657. please do the needful.,0
one bms - southern plain access request,0
windows:please restart acdcslpviewap01.,0
unix:cummins enterprise directory (ced) access request,0
windows: network infrastructure support request,0
km618 : sw install request cmi-387693,0
web: cbl request,0
group access request.,0
fin treasury workstation (integrity v10) request,0
cummins.com - japan access request,0
unix: grant or modify access to an existing file share,0
windows: cummins enterprise directory (ced) request,0
windows : request no: cidm-b96plb,0
windows: grant or modify access to an existing file share,0
unix:server storage allocationunix,0
speed access request,0
sender block rqeuest,0
hi:ops.hi one bms - central request,0
sender block rejavascript:quest,0
windows: ced popup utility access request,0
website page blocked,0
notes-rfq analysis access request,0
web: websphere request,0
cummins.com - singaporeâ access request,0
jo191 : sw uninstall request cmi-668728,0
ces emea oracle apps/giea request,0
appworx: ebu non-erp invoicing solution (eni) request,0
unix: server storage allocationunix,0
"modification to  dcdn-b8hlxt:  approved
see approval database for details.",0
web;itservicecatalog access request,0
hi: oracle business intelligence enterprise edition (obiee) access request,0
iv344 : sw uninstall request cmi-670300,0
unblock request - email id,0
web: please create ssl certificate for request number : 10499,0
windows: grant or modify access to an existing file share,0
windows: request no: cidm-b96mv3,0
appworx: websphere access request,0
unix:pgbu - mr warranty request,0
kw160 : sw uninstall request cmi-670833,0
web: extended coverage warranty (ecw) - web request,0
collab-network infrastructure support request,0
unix: appworx access request,0
mainframe - os tech support requests access request,0
hi:goms - global order management systems (ghana rdc) access request,0
"port opening dcdn-b96smu:  approved
see approval database for details.",0
unix:wwims next generation access request,0
windows:microsoft self service bi access request,0
bi -â via workflowâ 0b8f2c7b-47b8-4aed-9c34-d8ab4da8a72a,0
windows:request no: cidm-b99vwt,0
microsoft powerpoint access request,0
sql: support request for a server,0
windows:support request for a server,0
windows:update the dns entries,0
wisc request,0
windows: red prairie warehouse management system (walton - edc ) access request,0
"modification to  dcdn-b93q75:  approved
see approval database for details.",0
windows:cummins enterprise directory (ced) access request,0
windows:ftdcswpbkmstr02 backup server slowness issue,0
web:cqms (cqms.cummins.com) request,0
web: wisc access request,0
web::support request for a server,0
block request-email,0
block request-bounces+9528749-8329-bob.breeze=cummins.com@sendgrid.net,0
unix:oem13c agent preparation for server: acdcslpracdb0053.aciz.cummins.com,0
unix:oem13c agent preparation for server: acdcslpracdb0054.aciz.cummins.com,0
unix:oem13c agent preparation for server: acdcslpracdb0055.aciz.cummins.com,0
unix:oem13c agent preparation for server: ftdcsladb0009.ftdc.cummins.com,0
unix: oem13c agent preparation for server: ftdcsldplmdb0025.ftiz.cummins.com,0
unix: oem13c agent preparation for server: ftdcsldplmdb0024.ftiz.cummins.com,0
unix:oem13c agent preparation for server: ftdcsldplmdb0023.ftiz.cummins.com,0
unix:oem13c agent preparation for server: ftezslsobiweb18.cummins.com,0
unix:oem13c agent preparation for server: ftizsldobiapp215.cummins.com,0
appworx: webparts request,0
unix:oem13c agent preparation for server: ftizslsobiapp158.cummins.com,0
unix:oem13c agent preparation for server: ftezslsobiweb117.cummins.com,0
unix:oem13c agent preparation for server: ftizslsobiapp165.cummins.com,0
"windows: renewal of security exception jhnl-9t8nap: approved
see approval database for details.",0
unix:oem13c agent preparation for server: ftezslsobiweb122.cummins.com,0
unix:oem13c agent preparation for server: acizslpobiapp136.cummins.com,0
unix:oem13c agent preparation for server: acizslpobiapp137.cummins.com,0
unix:oem13c agent preparation for server: acezslpobiweb106.cummins.com,0
unix:oem13c agent preparation for server: acezslpobiweb105.cummins.com,0
please create ssl certificate for request number : 10503,0
ca098 : sw install request cmi-382707,0
unix:server storage allocationvirtualunix2,0
"port opening dcdn-b9c5h7:  approved 
see approval database for details.",0
web:fims access request,0
hi:middleware soa suite 11g request,0
create new vip url: gdc.cummins.com,0
apex do it yourself framework access request,0
appworx:policy request system (prs) request,0
dd907 : sw install request cmi-349464,0
windows:request no: cidm-b93umu,0
windows:request no: cidm-b93ulm,0
im270 : sw install request cmi-658441,0
"port opening dcdn-b8xmcd:  approved
see approval database for details.",0
unix:sharepoint access request,0
web: wisc request,0
windows:create a new file share,0
web:onepay extras stage deployment,0
web:chemlab web application access request,0
notes-premium freight request access request,0
##dcom##unix: support request for a server,0
ku731 : sw uninstall request cmi-670795,0
domains block request,0
unix:mcparts request,0
cannot connect to cummins wifi network,0
"modification to dcdn-b98kqf:  approved
see approval database for details.",0
\\ceciswputil01\cn.bei.cecihq\localsharedfolders\abo hr\cci hr,0
oracle:  support request for a server,0
\\cfcsswputil01\cn.sha.cmirep\localsharedfolders\general_globalpower,0
windows:grant or modify access to an existing file share,0
windows: request no: cidm-b9cmmk,0
windows: ;support request for a server,0
windows:network infrastructure support request,0
appworx:please provide information about as below  redc outage on 16 th feb.,0
windows:restore a network file or directory ânot m: or k: drive,0
unix:request for server configuration upgrade. server: ftdcslsdb586. please do the needful.,0
web:global engine tracking system (gets) access request,0
reopen: create a new file share,0
user registration access request,0
web:policy request system (prs) request,0
web: cummins online login access (cola) request,0
web:testops request,0
web:rapidserve web (rsw) request,0
unix-bash: fork: retry: resource temporarily unavailable,0
hi: mcparts request,0
john e edwin  //  unity dif 8.0 sp6,0
block request- email,0
ps5 -fe033 : sw install request cmi-347870,0
windows: update the dns,0
km618 : sw install request cmi-387699,0
"port opening dcdn-b9bmaj:  approved
see approval database for details.",0
windows:ip : cummins enterprise directory (ced) access request,0
appworx:ebu non-erp invoicing solution (eni) request,0
ip=network infrastructure support request,0
unix: vertex request,0
ps5 -po101 : sw install request cmi-384397,0
web:please create ssl certificate for request number : 10506,0
\\ceciswputil01\cn.bei.rch\localsharedfolders\ces vpi&vpc,0
mv928 : sw install request cmi-604313,0
block request - url,0
remedy q addition request,0
km618 : sw install request cmi-638721,0
windows:local printer,0
email address block-exec@management-office-ssl-portal-8d360148ced1a5718fe5.network,0
unix:onepay extras request,0
web:please create ssl certificate for request number : 10508,0
mv928 : sw install request cmi-645719,0
appworx: appworx request,0
unix:engineering time tracking access request,0
appworx: obiee - cpg fridley access request,0
windows: request no: cidm-b9bsa4,0
web:onepay extras stage default gateway,0
windows:request no: cidm-b8s5fs,0
windows:request no: cidm-b8s5b3,0
us.col.com\localsharedfolders\t18-ev and v\colorado mapping,0
"port opening dcdn-b98l8l:  approved
see approval database for details.",0
web:replacement  engine  request request,0
cv499 : sw install request cmi-544806,0
unix:client addition tasks - issue,0
problematic client add tickets - unix,0
ps348 : sw install request cmi-422826,0
please register this server,0
unix: please enable bi-directional password-less ssh,0
web:powercom pricebook request,0
"port opening dcdn-b8xkbf:  approved
see approval database for details.",0
lr596 : sw uninstall request cmi-671771,0
km618 : sw install request cmi-387697,0
km618 : sw install request cmi-387690,0
"modification to port opening  dcdn-b93q75:  approved
see approval database for details.",0
web: cost reduction project database (crpd) request,0
ps5 -bd207 : sw install request cmi-388047,0
ps5 -ku717 : sw install request cmi-351321,0
"modification to  dcdn-b52n2p:  approved
see approval database for details.",0
ps5 -fv505 : sw install request cmi-396892,0
ps5 -fv505 : sw install request cmi-396895,0
web:nissan warranty pre-prod(aws) deployment,0
ps348 : sw install request cmi-422824,0
product registration access request,0
"modification to dcdn-b52n2p:  approved
see approval database for details",0
oracle dba,0
appworx : new appworx portal request ticket,0
build-receive hardware from cidc,0
notes-vpi product change request access request,0
\\xinrswputil01\cn.wux.newage\localsharedfolders\public\photos,0
oracle:wwims next generation access request,0
web:pdcs web request,0
\\icdrswputil01\kr.seo.ebu\localsharedfolders\commons,0
\\xinrswputil01\cn.wux.newage\localsharedfolders\general_cgtcdocumentcontrol,0
sql:database server is going to decommission. please check,0
web:please create ssl certificate for request number : 10509,0
windows:request no: cidm-b98eep,0
windows: request no: cidm-b93pnu,0
windows:request no: cidm-b93q29,0
windows:request no: cidm-b93qcn,0
windows: register avamar server on priority,0
\\ceciswputil01\cn.bei.rch\localsharedfolders\ces scm,0
bi -â via workflowâ 95833b83-ec59-424e-930c-3b39e6db03af,0
web:mactrack request,0
\\eardswputil01\cn.wuh.cfsw\localsharedfolders\mks_all,0
notes-ctt access request,0
unix: ebi admin request,0
"port opening dcdn-b98lyd:  approved
see approval database for details.",0
web: world wide extended coverage (wwec) request,0
web:nissan pre-prod (aws) deployment,0
windows: remove access from an existing file share,0
appworx: appworx access request,0
appworx: global engine tracking system (gets) request,0
one bms - south request,0
windows:internal only dns a record creation for cumminsapp.com,0
windows : request no: cidm-b6zqyy,0
deployment ticket to ops web,0
sql:sql - database access request,0
web : support request for a server,0
block request â url,0
appworx:websphere request,0
windows : ip shortage in mycloud for some vlans. please help us getting ips.,0
notes-ces mcr access request,0
service management request,0
oem13c agent preparation for server: acdcslpdb0073.aciz.cummins.com,0
web : cqms (cqms.cummins.com) request,0
srtweb request,0
windows:create new file share,0
windows: wwims next generation request,0
web: global engine tracking system (gets) request,0
unix: siebel on demand (sod) access request,0
build - 81443,0
appworx : support request for a server,0
notes-pgbu access request,0
appworx: appworx(prod) request,0
windows : cummins enterprise directory (ced) request,0
unix: addm access request,0
web: support request for a server,0
web:ebi admin request,0
appworx: appworx(prod) access request,0
notes-gdrive access request,0
ps5 -mz843 : sw install request cmi-382267,0
web: cbsbilling.cummins.com request,0
\\ceciswputil01\cn.bei.rch\localsharedfolders\engineering_cesdrawing,0
windows: goms - global order management systems (china pdc) request,0
unix : support request for a server,0
hi:appworx: appworx access request,0
oem service desk request,0
web : testops request,0
web : ldap request,0
"security exception dcdn-b94tg5:  approved 
see approval database for details.",0
je773 : sw uninstall request cmi-379026,0
appworx: new appworx portal request ticket,0
web:please create ssl certificate for request number : 10507,0
add power broker account oatsadmin into application servers.,0
web:channel one dealer portal (drupal) access request,0
web: fits web request,0
appworx : concur request,0
internet-network infrastructure support request,0
unix : appworx access request,0
sql: database server is going to decommission. please check,0
unix:wwims next generation request,0
"port opening dcdn-b9bsq3:  approved
see approval database for details.",0
unix : appworx(prod) access request,0
web : repair logistic support (rls) express request,0
ebi admin access request,0
web:please create ssl certificate for request number : 10511,0
mainframe - customer specification language (csl) access request,0
fa650 : sw install request cmi-533889,0
please block the mentioned email address on ml.,0
mv312 : sw install request cmi-406455,0
"port opening dcdn-b9ep2t:  approved
see approval database for details.",0
mp444 : sw uninstall request cmi-662129,0
web:please create ssl certificate for request number : 10512,0
"port opening dcdn-b9grxz:  approved
see approval database for details.",0
appworx: ebu non-erp invoicing solution (eni) request,0
web:please create ssl certificate for request number : 10510,0
ps5 -nw477 : sw install request cmi-347494,0
request for server configuration upgrade. server: ftdcsladb0009. please do the needful.,0
unix:add power broker account plmcon into application servers.,0
request for server configuration upgrade. server: silddb0001. please do the needful.,0
windows:appworx access request,0
web:pdcs web request,0
ps5 -ks891 : sw install request cmi-381177,0
ps5 -ks891 : sw install request cmi-381188,0
ps5 -mz498 : sw install request cmi-452414,0
web: oem service desk request,0
#decom# windows:support request for a server,0
cv499 : sw install request cmi-396245,0
cp598 : sw install request cmi-453695,0
appworx: appworx-prd access request,0
cs276 : sw install request cmi-388899,0
oracle: cummins enterprise directory (ced) access request,0
"port opening dcdn-b9dq9r:  approved
see approval database for details.",0
cv499 : sw install request cmi-396263,0
\\xinrswputil01\cn.wux.newage\localsharedfolders\public\production,0
\\xinrswputil01\cn.wux.newage\localsharedfolders\public\weekly attendance report,0
unix:add power broker account plmiti into application servers.,0
bi -â via workflowâ 2810c0d0-b6f5-4233-a9dc-96b839ae3075,0
bi -â via workflowâ 4d844fbc-44c8-4465-9a75-2631dfb677bf,0
bi -â via workflowâ 8fa2ad87-708d-4b4d-8979-4d9804b2d691,0
appworx:new appworx portal request ticket,0
appworx: new appworx portal request ticket,0
ps162 : sw install request cmi-479129,0
unix:oem13c agent preparation for server: redcssapp003.redc.cummins.com,0
appworx: one bms - east access request,0
oem13c agent preparation for server: ftdcslsdb0048.ftiz.cummins.com,0
cv194 : sw install request cmi-388244,0
windows: request for server configuration upgrade. server: siwpvrns0002. please do the needful.,0
unix:request for server configuration upgrade. server: ftdcsldplmdb0016. please do the needful.,0
windows: cummins enterprise directory (ced) request,0
deploy chatbot environment in dev,0
hi : cummins distributor online services (cdos) request,0
"port opening dcdn-b9hlj5:  approved
see approval database for details.",0
ps5 -lm456 : sw install request cmi-320811,0
hi:middleware odi 11g access request,0
cs863 : sw install request cmi-268128,0
web:ebu finance request,0
ps5 -lm456 : sw install request cmi-336528,0
"port opening dcdn-b9gswk:  approved 
see approval database for details.",0
web: websphere access request,0
mv928 : sw install request cmi-616444,0
cd452 : sw install request cmi-513590,0
manufacturing request_validate circuit,0
windows:request no: cidm-b9jqcp,0
"port opening dcdn-b9gr74:  approved f
see approval database for details.",0
windows:create a new file share,0
#build#support request for a server,0
notes-gam - deletion of account request,0
lms support web page form request,0
ps5 -nn209 : sw install request cmi-381164,0
"modification to dcdn-b5ng2l: approved
see approval database for details",0
web: rapidserve web (rsw) request,0
windows :support request for a server,0
web:extended coverage warranty (ecw) - web request,0
please provide access to scsm,0
windows:server storage allocationvirtualwindows1,0
unix: cost reduction project database (crpd) request,0
windows:request no: cidm-b9ahjp,0
ok443 : sw install request cmi-503069,0
update qs295's notes account  from  min zhou  to  minn zhou,0
"modification to dcdn-b98lyd:  approved
see approval database for details.",0
notes-xpi teardown reports access request,0
windows: register client in avamar server,0
web: please create ssl certificate for request number : 10502,0
oem service desk access request,0
get the given urls blocked and re-categorized as gaming/gambling,0
web:lrs access request,0
database:support request for a server,0
web:nissan prod saml assertion,0
web: product problem solving (pps) request,0
abo india giea imports accounting access request,0
open remote access,0
hi:one bms release 2.5,0
global epd access request,0
windows:request no: cidm-b9jkf3,0
windows:request no: cidm-b9jjrj,0
windows:backup schedule change,0
request no: cidm-b6hhcl,0
completed build 81452,0
request no: cidm-b9bmmt,0
windows: request no: cidm-b9asp4,0
windows:request no: cidm-b98twu,0
windows : request no: cidm-b9hrfq,0
notes-hr access approval access request,0
completed build 81419,0
hi:bms - canada application,0
port opening requests,0
completed build 81421,0
please block the mentioned email address on ml,0
"modification to  dcdn-b8x4z7:  approved
see approval database for details.",0
"please block the mentioned url in malicious category,",0
mainframe - performance issues access request,0
windows: file share ownership change,0
web:scm intranet website request,0
block request-sender,0
adp payroll access request,0
hi: appworx access request,0
unix: server storage allocationvirtualunix1,0
please create ssl certificate for request number : 10516,0
block request- email,0
web:remedy itsm 9.1 access request,0
please provide read and write access to below windows path and subsequent folders,0
web : ldap access request,0
completed build 81420,0
sql:sql - database access request,0
web:remedy itsm 9.1 access request,0
cd420 : sw install request cmi-622785,0
cr738 : sw install request cmi-587148,0
mv536 : sw install request cmi-343519,0
#decom# proceed with decommission of the server,0
web: policy request system (prs) request,0
nissan c2cl migration ticket for ops internet/network team,0
web:access control for apex prof fw access request,0
web:provide onepay extras stage logs,0
web:repair logistic support (rls) express request,0
unix:product registration request,0
block request-email,0
email block,0
please add the group sctg_cop to the vobadm account as additional group,0
"port closure dcdn-b9jrk4:  approved
see approval database for details.",0
"renewal of dcdn-a6xs7x:  approved
see approval database for details.",0
"port opening dcdn-b9jsrn:  approved 
see approval database for details.",0
"port opening dcdn-b9jqjk:  approved
see approval database for details.",0
web:onepay extras stage deployment,0
"security exception dcdn-b9cjut:  approved 
see approval database for details.",0
oracle transportation management access request,0
kb156 : sw install request cmi-631623,0
obiee - ebu service analytics phase 2.3(insite) access request,0
oracle: support request for a server,0
ca052 : sw install request cmi-587784,0
request no: cidm-b8rns4,0
request for server configuration upgrade. server: ftdcslsapp0038. please do the needful.,0
please create ssl certificate for request number : 10517,0
web:bms - western canada request,0
unix: cummins distributor online services (cdos) request,0
web:product registration request,0
request no: cidm-b9ahsc,0
windows: request no: cidm-b9ahmc,0
unix:bms - caribbean access request,0
pr598 : sw install request cmi-637851,0
oracle: appworx access request,0
wwid =lk070 req#33507 cat#:new requirement sub-cat#:voip phone,0
reopen: wwid =qt551 req#33359 cat#:new requirement sub-cat#:data card,0
web : wwsps request,0
web:speed request,0
nissan c2cl migration ticket for ops dba,0
nissan c2cl migration ticket for cloud operations team,0
windows:nissan c2cl migration ticket for ops windows,0
"appworx:nissan prod appworx migration on sat, 23-feb-2019",0
"renewal of port opening jlsn-a6xs7x:  approved
see approval database for details.",0
unix: ebi admin access request,0
oracle : support request for a server,0
unix:middleware soa suite 11g request,0
unix:oem13c agent preparation for server: acdcslpplmdb0006.aciz.cummins.com,0
appworx : websphere access request,0
npid-web request,0
onepay extras stage application is down,0
web: cbl request,0
nissan c2cl migration ticket for ops web,0
backup is failing with backup nic /telnet and rpc issue,0
appworx: cols request,0
web: ebu finance request,0
#decomm#please proceed with decommission,0
"port opening dcdn-b9hkyk:  approved
see approval database for details.",0
unix: ibm clearcase access request,0
hi: pgbu - mr warranty maintenance request,0
#decomm#proceed with decommission of the server,0
onepay extras stage logs,0
web: ldap scripts request,0
hi: support request for a server,0
email block request.,0
web:siebel on demand (sod) access request,0
web : onepay extras stage deployment,0
"renewal of port opening for sady-b6qs66
reference approved details in approvals database",0
web:testops request,0
"port opening dcdn-b9ljnb:  approved 
see approval database for details.",0
"renewal of port opening dcdn-awvrnw:  approved. 
see approval database for details.",0
#decomm# windows:support request for a server,0
ps5 -nc925 : sw install request cmi-434574,0
"port opening dcdn-b9qj56:  approved
see approval database for details.",0
backup failed with backup nic telnet and rpc issue.,0
middleware odi 11g access request,0
please clone the database prdstby to intupgrd,0
"renewal of  gwet-a7pu6f: approved. 
see approval database for details.",0
block request-url,0
"modification of port opening dcdn-b4dqfk:  approved. 
see approval database for details.",0
windows:internet-network infrastructure support request,0
web: remedy itsm 9.1 access request,0
notes-production problem request access request,0
request no: cidm-b9m8jm,0
bi -â via workflowâ 8f0c5cca-3514-40f8-95e2-837d1d7b3258,0
ps272 : sw install request cmi-652900,0
"modification to  dcdn-b56rd3:  approved
see approval database for details.",0
"security exception dcdn-b9lrkq:  approved
see approval database for details.",0
unix: websphere request,0
web : onepay extras request,0
ps272 : sw install request cmi-421296,0
cummins ims system,0
global engine tracking system (gets) request,0
hj352 : sw uninstall request cmi-674665,0
jf907 : sw uninstall request cmi-674665,0
unix:oem13c agent preparation for server: ftezsldobiweb108.cummins.com,0
hi:network infrastructure support request,0
web:wwkitting request,0
windows: request no: cidm-b9mla2,0
unix: oem13c agent preparation for server: ftdcslsdb0051.ftiz.cummins.com,0
"modification to port opening dcdn-b6jp2x:  approved
see approval database for details.",0
hi:cummins distributor online services (cdos) request,0
please create ssl certificate for request number : 10521,0
please create ssl certificate for request number : 10520,0
please create ssl certificate for request number : 10519,0
please create ssl certificate for request number : 10518,0
windows: request no: cidm-b9qkbf,0
windows: special backup needed,0
windows: request no: cidm-b9rgae,0
windows:request no: cidm-b9jjuq,0
oem13c agent preparation for server: sdllracdb0006.ftdc.cummins.com,0
oem13c agent preparation for server: sdllracdb0007.ftdc.cummins.com,0
lv723 : sw uninstall request cmi-671771,0
web: distribution product compliance application (dpca) details required,0
ps5 -hs066 : sw install request cmi-516415,0
unix: cbs apps/sloth access request,0
ps5 -le255 : sw install request cmi-340117,0
oracle : wwims next generation access request,0
request no: cidm-b9ahrc,0
request no: cidm-b9hntw,0
web:wwsps request,0
ps5 -ha716 : sw install request cmi-389971,0
ps028 : sw install request cmi-388366,0
ce quote system request,0
appworx: appworx request,0
"security exception dcdn-b9cjlk:  approved 
see approval database for details.",0
domain block request,0
go297 : sw install request cmi-612228,0
web:rapidserve web (rsw) access request,0
windows:decommission request for ad group,0
"port opening dcdn-b9qtle:  approved 
see approval database for details.",0
go297 : sw install request cmi-657808,0
remove streaming group,0
ps5 -ky742 : sw install request cmi-487663,0
hi:goms - global order management systems (singapore) access request,0
hi:oracle - database request,0
"please block the complete mentioned url in malicious category,",0
\\ceciswputil01\cn.bei.rch\localsharedfolders\cbs_linehrpublic,0
\\ceciswputil01\cn.bei.rch\localsharedfolders\cbs_reporting,0
\\ceciswputil01\cn.bei.rch\localsharedfolders\cbschina_public,0
\\ceciswputil01\cn.bei.rch\localsharedfolders\cbs_newsupplier,0
web: please create ssl certificate for request number : 10525,0
notes-sst & credit approval access request,0
need url ebufinancesystems.cummins.com for sharepoint site,0
bl489 : sw install request cmi-355017,0
unix: websphere access request,0
qc332 : sw uninstall request cmi-639770,0
windows: appworx access request,0
unix:websphere access request,0
please create ssl certificate for request number : 10514,0
please create ssl certificate for request number : 10513,0
os551 : sw install request cmi-646651,0
windows :remove dns ip,0
sql:support request for a server,0
notes-cbs & corp applications access request,0
unix:request for server configuration upgrade. server: ftdcsldracdb403. please do the needful.,0
du885 : sw install request cmi-387816,0
unix:backup is failing with backup nic /telnet and rpc issue,0
io703 : sw install request cmi-666558,0
# decomm windows:support request for a server,0
\\ceciswputil01\cn.bei.rch\localsharedfolders\dbu finance,0
web: fleet eprofile request,0
# build support request for a server,0
"modification to  dcdn-b6jpbr:  approved  
see approval database for details..",0
qa250 : sw install request cmi-674226,0
\\cfcsswputil01\cn.sha.cmirep\localsharedfolders\pgbu,0
mv518 : sw install request cmi-668293,0
us.nsv.cbs (\\sdwputil6010),0
ie398 : sw install request cmi-637891,0
appworx:webparts request,0
##dcom##windows:support request for a server,0
windows:request no: cidm-b9rryy,0
please change it to http://ebam.cummins.com/ag/cummins,0
please add the following (vob) group in ctg unix and ced accounts.,0
unable to remote the following machines,0
web:testops access request,0
web : lrs request,0
mail group issue,0
unix : fleetguard access request,0
windows: request no: cidm-b9mngj,0
create a folder at the following location  - \\hclxswpfile01\in.noi.hclodc\localsharedfolders\,0
red prairie warehouse management system (atlanta - rdc ) request,0
other computer software,0
appworx:cummins distributor online services (cdos) access request,0
qg583 : sw uninstall request cmi-562072,0
mq564 : sw install request cmi-350353,0
mq564 : sw install request cmi-350687,0
lb488 : sw install request cmi-368337,0
ps5 -lj671 : sw install request cmi-632665,0
reopen: sharepoint site / application issue,0
build - 81496,0
unix: goms - global order management systems (mechelen) access request,0
hi: goms - global order management systems (mechelen) access request,0
build 81497,0
account management program system (amps) access request,0
request for server configuration upgrade. server: redcslpdb0001. please do the needful.,0
le789 : sw uninstall request cmi-459067,0
request for server configuration upgrade. server: ftdcslsinf0003. please do the needful.,0
request for server configuration upgrade. server: ftdcslsinf0002. please do the needful.,0
request for server configuration upgrade. server: ftdcslsinf0001. please do the needful.,0
web: power suite access request,0
py087 : sw uninstall request cmi-597191,0
"port opening dcdn-b9qlj5:  approved
see approval database for details.",0
windows : cummins distributor online services (cdos) request,0
citrix presentation server access request,0
"windows: request for information only (e.g. who has access, owner name)",0
web:ldap access request,0
\\cidcsdfs01\ebu_data01$\nactgx\fngroup_css\hhp_controls_tier4,0
\\eardswputil01\cn.wuh.eardc\localsharedfolders\eacontrols_swcpeshare,0
ov044 : sw install request cmi-628501,0
web : websphere access request,0
pk896 : sw uninstall request cmi-647382,0
appworx : extended coverage warranty (ecw) - web request,0
windows:service a/c addition,0
windows: request no: cidm-b9qsp3,0
web:mactrack request,0
"please block the below mentioned url in malicious category, 

http://rezzdxaa.gitatidpoomeiaui.com",0
wannetwork infrastructure support request,0
km631 : sw install request cmi-656953,0
request for server configuration upgrade. server: ftdcslsapp0039. please do the needful.,0
request for server configuration upgrade. server: acdcslpplmweb0012. please do the needful.,0
request for server configuration upgrade. server: acdcslpplmweb0013. please do the needful.,0
request for server configuration upgrade. server: redcslpplmapp0002. please do the needful.,0
request for server configuration upgrade. server: acdcslpplmweb0014. please do the needful.,0
"port opening dcdn-b955ft:  approved
see approval database for details.",0
request for server configuration upgrade. server: acdcslpplmapp0020. please do the needful.,0
request for server configuration upgrade. server: acdcslpplmapp0019. please do the needful.,0
request for server configuration upgrade. server: acdcslpplmapp0018. please do the needful.,0
request for server configuration upgrade. server: acdcslpplmapp0017. please do the needful.,0
request for server configuration upgrade. server: acdcslpplmapp0016. please do the needful.,0
build - 81444,0
